"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q1","T1-2018",2021.96,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q4","T4-2018",2101.613,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q3","T3-2018",2177.992,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",1960.424,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q1","T1-2019",1994.658,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q2","T2-2019",1878.994,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q4","T4-2019",1957.494,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q3","T3-2019",2010.548,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",2098.976,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q2","T2-2020",2136.748,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q1","T1-2020",2022.687,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q3","T3-2020",2149.437,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q4","T4-2020",2087.031,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",2031.626,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",1669.553,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",1405.032,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q1","T1-2021",2141.588,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q2","T2-2021",2007.205,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q3","T3-2021",1990.87,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q4","T4-2021",1986.842,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q1","T1-2022",1892.323,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q2","T2-2022",1699.516,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q3","T3-2022",1547.687,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q4","T4-2022",1538.685,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q1","T1-2023",1442.598,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q2","T2-2023",1372.841,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q3","T3-2023",1448.637,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q4","T4-2023",1356.054,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q1","T1-2024",1332.303,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q2","T2-2024",1269.942,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q3","T3-2024",1404.582,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",598.467,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q2","T2-2018",557.813,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q1","T1-2018",585.516,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q4","T4-2018",612.756,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q3","T3-2018",637.785,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",557.54,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q1","T1-2019",541.556,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q2","T2-2019",518.926,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q4","T4-2019",579.269,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q3","T3-2019",590.408,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",666.434,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q2","T2-2020",659.989,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q1","T1-2020",595.617,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q3","T3-2020",731.87,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q4","T4-2020",678.261,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",665.47,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",532.016,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",428.402,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q1","T1-2021",670.35,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q2","T2-2021",650.635,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q3","T3-2021",673.581,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q4","T4-2021",667.315,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q1","T1-2022",630.826,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q2","T2-2022",550.398,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q3","T3-2022",497.014,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q4","T4-2022",449.825,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q1","T1-2023",421.352,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q2","T2-2023",430.733,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q3","T3-2023",463.244,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q4","T4-2023",398.28,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q1","T1-2024",393.47,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q2","T2-2024",376.384,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q3","T3-2024",419.763,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",359.087,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q2","T2-2018",338.495,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q1","T1-2018",345.251,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q4","T4-2018",364.906,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q3","T3-2018",387.695,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",344.338,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q1","T1-2019",334.206,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q2","T2-2019",323.569,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q4","T4-2019",354.536,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q3","T3-2019",365.042,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",419.019,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q2","T2-2020",419.764,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q1","T1-2020",370.203,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q3","T3-2020",463.758,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q4","T4-2020",422.35,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",420.71,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",321.671,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",250.68,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q1","T1-2021",429.3,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q2","T2-2021",418.695,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q3","T3-2021",428.308,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q4","T4-2021",406.537,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q1","T1-2022",372.131,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q2","T2-2022",331.377,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q3","T3-2022",304.311,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q4","T4-2022",278.862,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q1","T1-2023",239.513,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q2","T2-2023",247.785,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q3","T3-2023",285.271,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q4","T4-2023",230.152,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q1","T1-2024",223.517,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q2","T2-2024",220.731,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q3","T3-2024",266.571,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",103.418,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",96.819,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",117.639,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",112.874,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",90.615,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",69.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",2.843,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",2.579,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",3.01,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",3.162,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",2.71,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",1.756,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",38.926,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",34.773,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",39.938,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",38.516,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",29.432,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",22.57,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",213.9,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",210.167,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",258.432,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",266.157,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",198.915,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",156.854,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",239.381,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q2","T2-2018",219.318,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q1","T1-2018",240.265,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q4","T4-2018",247.85,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018-Q3","T3-2018",250.09,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",213.201,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q1","T1-2019",207.35,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q2","T2-2019",195.357,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q4","T4-2019",224.733,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019-Q3","T3-2019",225.366,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",247.415,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q2","T2-2020",240.224,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q1","T1-2020",225.414,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q3","T3-2020",268.112,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020-Q4","T4-2020",255.911,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",244.76,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",210.345,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",177.722,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q1","T1-2021",241.05,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q2","T2-2021",231.94,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q3","T3-2021",245.273,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021-Q4","T4-2021",260.779,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q1","T1-2022",258.695,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q2","T2-2022",219.021,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q3","T3-2022",192.703,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022-Q4","T4-2022",170.962,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q1","T1-2023",181.839,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q2","T2-2023",182.948,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q3","T3-2023",177.973,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023-Q4","T4-2023",168.129,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q1","T1-2024",169.954,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q2","T2-2024",155.653,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2024-Q3","T3-2024",153.193,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",21.486,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",18.824,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",23.352,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",26.823,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",18.23,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",15.359,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",9.628,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",8.322,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",10.914,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",11.817,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",8.789,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",7.108,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",11.857,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",10.502,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",12.439,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",15.006,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",9.441,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",8.251,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",103.538,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",87.417,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",104.429,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",98.606,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",93.972,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",75.28,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",22.839,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",21.877,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",21.903,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",26.104,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2022","2022",22.102,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",18.008,,
"ITD5","Emilia-Romagna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2018","2018",91.519,,
"ITD5","Emilia-Romagna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2019","2019",85.083,,
"ITD5","Emilia-Romagna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2020","2020",97.731,,
"ITD5","Emilia-Romagna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2021","2021",93.228,,
