"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","RUOLO_FAM","Ruolo in famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q3","T3-2022",735.023,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q4","T4-2022",726.947,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q1","T1-2023",676.397,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q2","T2-2023",655.175,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q3","T3-2023",657.852,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q4","T4-2023",612.001,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q1","T1-2024",634.995,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q2","T2-2024",600.827,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q3","T3-2024",657.934,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018","2018",1093.885,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q2","T2-2018",1059.585,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q1","T1-2018",1079.549,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q4","T4-2018",1094.146,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q3","T3-2018",1142.261,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019","2019",1040.178,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q1","T1-2019",1034.678,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q2","T2-2019",1010.11,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q4","T4-2019",1049.286,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q3","T3-2019",1066.639,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020","2020",1110.153,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q2","T2-2020",1149.238,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q1","T1-2020",1051.45,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q3","T3-2020",1161.029,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q4","T4-2020",1078.897,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021","2021",1069.469,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022","2022",869.093,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023","2023",754.676,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q1","T1-2021",1112.397,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q2","T2-2021",1046.952,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q3","T3-2021",1090.499,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q4","T4-2021",1028.027,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q1","T1-2022",954.143,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q2","T2-2022",897.827,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q3","T3-2022",812.664,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q4","T4-2022",811.738,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q1","T1-2023",766.201,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q2","T2-2023",717.666,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q3","T3-2023",790.785,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q4","T4-2023",744.053,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q1","T1-2024",697.308,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q2","T2-2024",669.115,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q3","T3-2024",746.649,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018","2018",2072.271,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q2","T2-2018",1987.519,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q1","T1-2018",2021.96,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q4","T4-2018",2101.613,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q3","T3-2018",2177.992,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019","2019",1960.424,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q1","T1-2019",1994.658,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q2","T2-2019",1878.994,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q4","T4-2019",1957.494,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q3","T3-2019",2010.548,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020","2020",2098.976,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q2","T2-2020",2136.748,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q1","T1-2020",2022.687,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q3","T3-2020",2149.437,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q4","T4-2020",2087.031,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021","2021",2031.626,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022","2022",1669.553,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023","2023",1405.032,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q1","T1-2021",2141.588,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q2","T2-2021",2007.205,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q3","T3-2021",1990.87,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q4","T4-2021",1986.842,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q1","T1-2022",1892.323,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q2","T2-2022",1699.516,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q3","T3-2022",1547.687,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q4","T4-2022",1538.685,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q1","T1-2023",1442.598,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q2","T2-2023",1372.841,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q3","T3-2023",1448.637,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q4","T4-2023",1356.054,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q1","T1-2024",1332.303,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q2","T2-2024",1269.942,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q3","T3-2024",1404.582,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2021","2021",274.137,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2022","2022",219.714,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2023","2023",159.856,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2021","2021",228.718,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2022","2022",171.903,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2023","2023",137.486,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2021","2021",502.856,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2022","2022",391.616,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","SD","figlio/a","2023","2023",297.341,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2021","2021",5.57,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2022","2022",3.989,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2023","2023",3.2,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2021","2021",95.919,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2022","2022",85.959,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2023","2023",79.374,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2021","2021",101.488,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2022","2022",89.947,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","PA","genitore","2023","2023",82.575,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2021","2021",20.463,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2022","2022",18.883,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2023","2023",16.669,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2021","2021",40.664,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2022","2022",31.569,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2023","2023",31.817,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2021","2021",61.127,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2022","2022",50.452,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","9","totale","Y15-29","15-29 anni","TOTAL","totale","SPO","single, partner senza figli, altro ruolo","2023","2023",48.486,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018","2018",254.719,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q2","T2-2018",232.202,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q1","T1-2018",235.538,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q4","T4-2018",276.002,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q3","T3-2018",275.135,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019","2019",231.763,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q1","T1-2019",223.644,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q2","T2-2019",216.393,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q4","T4-2019",240.359,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q3","T3-2019",246.658,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020","2020",290.002,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q2","T2-2020",279.613,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q1","T1-2020",260.823,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q3","T3-2020",316.451,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q4","T4-2020",303.119,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021","2021",300.17,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022","2022",242.585,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023","2023",179.726,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q1","T1-2021",306.514,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q2","T2-2021",296.311,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q3","T3-2021",291.827,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2021-Q4","T4-2021",306.028,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q1","T1-2022",300.011,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q2","T2-2022",251.241,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q3","T3-2022",223.357,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2022-Q4","T4-2022",195.731,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q1","T1-2023",176.525,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q2","T2-2023",185.771,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q3","T3-2023",196.248,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2023-Q4","T4-2023",160.358,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q1","T1-2024",170.573,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q2","T2-2024",162.275,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","1","maschi","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2024-Q3","T3-2024",184.837,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018","2018",343.748,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q2","T2-2018",325.611,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q1","T1-2018",349.978,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q4","T4-2018",336.755,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2018-Q3","T3-2018",362.65,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019","2019",325.776,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q1","T1-2019",317.912,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q2","T2-2019",302.533,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q4","T4-2019",338.91,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2019-Q3","T3-2019",343.75,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020","2020",376.433,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q2","T2-2020",380.376,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","2","femmine","Y15-29","15-29 anni","TOTAL","totale","TOT","totale","2020-Q1","T1-2020",334.794,,
