STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),severity,Severity (days lost),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2015,,4.68,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2016,,4.53,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2017,,4.5,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2018,,4.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2019,,5.98,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2020,,4.04,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2021,,5.77,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2022,,5.77,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2010,,4.55,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2011,,4.64,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2012,,7.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2013,,3.66,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2014,,3.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2015,,3.99,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2016,,4.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2017,,5.05,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2018,,5.46,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2019,,5.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2020,,5.32,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2021,,3.99,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2022,,5.04,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2010,,4.6,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2011,,4.63,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2012,,3.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2013,,2.54,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2014,,4.02,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2015,,3.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2016,,3.84,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2017,,3.62,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2018,,3.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2019,,3.75,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2020,,2.79,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2021,,3.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2022,,2.91,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2010,,4.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2011,,4.85,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2012,,4.38,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2013,,3.94,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2014,,4.33,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2015,,4.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2016,,4.04,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2017,,3.37,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2018,,2.7,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2019,,3.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2020,,3.3,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2021,,2.65,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2022,,1.82,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2011,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2013,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2014,,1.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2015,,2.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2016,,3.95,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2017,,1.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2018,,2.81,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2019,,1.85,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2020,,2.86,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2021,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2022,,0.78,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2010,,4.91,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2011,,4.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2012,,4.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2013,,3.67,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2014,,3.79,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2015,,3.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2016,,3.47,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2017,,3.39,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2018,,3.72,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2019,,3.44,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2020,,5.15,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2021,,4.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2022,,3.3,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2010,,7.87,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2011,,7.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2012,,10.01,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2013,,8.96,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2014,,9.35,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2015,,7.52,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2016,,7.48,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2017,,5.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2018,,6.35,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2019,,6.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2020,,6.05,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2021,,7.42,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2022,,4.41,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2010,,6.42,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2011,,4.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2012,,5.75,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2013,,2.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2014,,6.54,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2015,,5.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2016,,9.96,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2017,,3.44,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2018,,6.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2019,,4.91,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2020,,2.76,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2021,,2.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2022,,4.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2010,,5.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2011,,7.89,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2012,,7.95,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2013,,6.91,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2014,,8.67,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2015,,6.42,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2016,,8.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2017,,4.68,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2018,,6.44,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2019,,5.4,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2020,,4.97,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2021,,7.44,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2022,,5.31,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2010,,2.77,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2011,,0.91,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2012,,7.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2013,,3.65,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2014,,3.58,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2015,,4.39,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2016,,5.97,,,,,
