STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,reason,Reason,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2014,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2016,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2018,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2019,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2020,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2022,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,LV,Latvia,2023,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2011,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2012,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2013,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2014,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2016,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2018,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2019,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,ME,Montenegro,2020,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2006,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2007,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2008,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2009,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2010,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2011,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2012,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2013,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2014,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2016,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2018,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2019,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MK,North Macedonia,2020,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2006,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2007,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2008,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2009,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2010,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2011,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2012,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2013,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2014,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2016,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2020,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,MT,Malta,2022,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2006,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2007,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2008,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2009,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2012,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2013,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2016,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2017,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2018,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2019,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2021,,0.2,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2022,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NL,Netherlands,2023,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2006,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2007,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2009,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2010,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2011,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2014,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2016,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2019,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2020,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2022,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,NO,Norway,2023,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2006,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2007,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2008,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2009,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2010,,0.1,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2011,,0.1,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2012,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2013,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2014,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2015,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2016,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2017,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2018,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2019,,0.2,,b,break in time series,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2020,,0.2,,,,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2021,,0.1,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2022,,0.1,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PL,Poland,2023,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2006,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2007,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2008,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2010,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2011,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2012,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2013,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2014,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2015,,,,u,low reliability,,
dataflow,ESTAT:SDG_05_40(1.0),Persons outside the labour force due to caring responsibilities by sex,A,Annual,FAM_CARE,Care of adults with disabilities or children,M,Males,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,PT,Portugal,2016,,,,u,low reliability,,
